"Domain","Title","Category"
"dailybrian.com","defaultsecureservernet","Arts & Entertainment"
"bail-bonds.localbizguide.info","Search For the Best Bail Bonds From Our Huge Database  bailbondslocalbizguideinfo","Food & Drink"
"translate.google.be","httptranslategooglebe","Arts & Entertainment"
"downloadware.co.uk","Downloadware","Arts & Entertainment"
"yuuoku.blog.fc2.com"," ","Arts & Entertainment"
"kokoshungsan.co.uk","Kokoshungsan Ltd  KokoshungsanThe fun never stops","Arts & Entertainment"
"acatholiclife.blogspot.com.es","A Catholic Life","Lifestyles"
"linrayusa.blogspot.kr","SDET Blog in Seattle","Internet & Telecom"
"mamymarket.com","Ghana classifieds  Sale item for sale on Mamymarket Ghana","Shopping"
"community-services.localbizguide.info","Search For the Best Community Services From Our Huge Database  communityserviceslocalbizguideinfo","Food & Drink"
"picture-of-frames.blogspot.com","Picture of Frames","Arts & Entertainment"
"sidney.articlealley.com","Sidney Article author","Online Communities"
"cprcellphonerepair.blogspot.ro","CPR CELL PHONE REPAIR","Computers & Electronics"
"berro.com","berrocom  proudly hosted by Super Green Hosting","Lifestyles"
"bantigue.com","Antique Appraisals and Auctions  Just another Sitios de Weikis site","Food & Drink"
"lernc.blogspot.de","C Tutor C Tutorial","Internet & Telecom"
"cowpens.sc.used-cars.info","Buy Cowpens Cars for Sale by Owner Cowpens Trucks Sell  Used Car in Cowpens SC Auto Dealers Cowpens Car Dealers Auto Services Buy Sell Car Truck Van Suv Sedan Motorcycle Bike Boat Motor Vehicles in Cowpens","Shopping"
"gq-game-mods.blogspot.sg","Video Game Reviews Walkthroughs Cheats and Mods","Computers & Electronics"
"thevoxrelayvaultsofterra.createaforum.com","The VoxRelay Vaults of Terra Forums  Index","Lifestyles"
"letterbarn.blogspot.com","The Letter Barn free sample letters","Arts & Entertainment"
"tanzeemeislami.net.clearwebstats.com","tanzeemeislaminet  TanzeemeIslami Pakistan portal","Internet & Telecom"
"sports.cnstimes.com","C Sports","News"
"grillparts.guidestobuy.com","Grill Parts Cheap Grill Parts Low Price Grill Parts Free Shipping Grill Parts Inexpensive Grill Parts Fine Grill Parts Affordable Grill Parts Luxury Grill Parts Adorable Grill Parts Lovely Grill Parts Unique Grill Parts","Shopping"
"lv.bizzyo.com","Bezmaksas sludinjumi Latvija","Arts & Entertainment"
"option.ezinemark.com","option ","Arts & Entertainment"
"city.parks.com","Parkscom","Arts & Entertainment"
"cobelay.net.clearwebstats.com","cobelaynet  Cobelay","Arts & Entertainment"
"historyofholidays.com","The History of Holidays and Celebrations Christmas Hannakah more","Arts & Entertainment"
"kx.cloudingenium.com","Knowledge eXchange  A site dedicated to Exchanging Knowledge reviews qampa help support","Arts & Entertainment"
"viralmoviereviews.com","Viralmoviereviews  Bollywood Movie Trailers And Reviews","Arts & Entertainment"
"chkme.com","Check My SEO and Free SEO Tools  Website SEO Tool","Business & Industry"
"downloadsfluvideos.blogspot.in","Watch Videos Here","Arts & Entertainment"
"diygsmtricks.blogspot.mx","diygsmtricks","Arts & Entertainment"
"vogella.com","Eclipse Android and Java training and support","Computers & Electronics"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"my-style-wallpapers.blogspot.com","Free Style Wllpp3rs","Online Communities"
"teachingdiabetes.com","Teaching Diabetes  Getting a simplified version from the perspective of a Registered Nurse","News"
"thesuffolkfoodblog.wordpress.com.clearwebstats.com","thesuffolkfoodblogwordpresscom  The Suffolk Food Blog","Food & Drink"
"howtochic.blogspot.com","How to Chic","Internet & Telecom"
"weekendbitcoin.com","Weekend Bitcoin","Arts & Entertainment"
"charlotte-amalie.vi.house.info","Charlotte Amalie Apartments Charlotte Amalie  Real Estate  Houseinfo","Real Estate"
"kennowen.blogspot.co.nz","American Idle","Arts & Entertainment"
"bhojpurialbum.blogspot.in","Bhojpuri Songs Download Mp3 Bhojpuri Video Songs Maithili Songs Album","Arts & Entertainment"
"rcfigures.guidestobuy.com","RC Figures Cheap RC Figures Low Price RC Figures Free Shipping RC Figures Adorable RC Figures Lovely RC Figures Unique RC Figures Inexpensive RC Figures","Shopping"
"circuitreference.blogspot.com","Wiring Diagram Reference","Autos & Vehicles"
"translate.google.com","httptranslategooglecom","Arts & Entertainment"
"materialadda.com","materialaddacom  need Every one","Arts & Entertainment"
"miditabplayer-fan.notes-and-fingers-enterprises.qarchive.org","MidiTabPlayer Fan reviews and free downloads","Arts & Entertainment"
"mhmyers.com","Websites by Michael Myers","Internet & Telecom"
"attica.mi.house.info","Attica Real Estate Attica MI Rentals  Houseinfo","Real Estate"
"fileforum.betanews.com","Free File Downloads and Software Discussion  Fileforum","Computers & Electronics"
"sandersorbital.com","Sanders Orbital","Arts & Entertainment"
"pinoycreditcardpromos.com","Web Site Unavailable","Arts & Entertainment"
"forexdiary21.blogspot.com","FOREX DIARY","News"
"aaron-hilario.quazen.com","","Arts & Entertainment"
"toyfigures.guidestobuy.com","Toy Figures Cheap Toy Figures Low Price Toy Figures Free Shipping Toy Figures Inexpensive Toy Figures Fine Toy Figures Affordable Toy Figures Luxury Toy Figures Adorable Toy Figures Lovely Toy Figures Unique Toy Figures","Shopping"
"revelstoke.ca.adsdeck.net","Real estate in Revelstoke Cars in Revelstoke Jobs in Revelstoke Free ads in Revelstoke  AdsDeck Canada","Shopping"
"lovequote1.blogspot.ru","Love Quote","Food & Drink"
"utuado.pr.house.info","Utuado Real Estate Utuado PR Rentals  Houseinfo","Real Estate"
"kitoshare.blogspot.co.uk","Kito Share  Kumpulan Artikel Menarik","Arts & Entertainment"
"sleepwriter.com","sleep writer","Arts & Entertainment"
"web.archive.org","Internet Archive Wayback Machine","Arts & Entertainment"
"wwe2k15game.com","WWE 2K15 Game  Hints cheats and tips","Computers & Electronics"
"sharepointcherie.blogspot.co.uk","SharePoint Cherie","Arts & Entertainment"
"translate.google.nl","httptranslategooglenl","Arts & Entertainment"
"libreriadealejandria.blogspot.com","El Planeta de los Libros","Arts & Entertainment"
"rocket-inc.net.clearwebstats.com","rocketincnet  AV ROCKET","Arts & Entertainment"
"celebir.tk.clearwebstats.com","celebirtk      CelebiR","Arts & Entertainment"
"terrycartwright.articlealley.com","Terry Cartwright Article author","Online Communities"
"youboxtv.blogspot.co.uk","Online Free TV","Arts & Entertainment"
"stickamtube.eu.clearwebstats.com","stickamtubeeu  Stickam Tube  Free Stickam Tube Videos","Arts & Entertainment"
"infoaround.blogspot.com","","Arts & Entertainment"
"lyrics007.com","Apache HTTP Server Test Page powered by CentOS","Sports"
"play.engineering.parks.com","Parkscom","Arts & Entertainment"
"moneytreeplant.blogspot.com","Money Tree Plant is a traditional symbol of good luck and good fortune","Food & Drink"
"lockremover.blogspot.nl","Mobile Unlock","Online Communities"
"tarapoto.sumavisos.pe","Propiedades en Tarapoto Autos en Tarapoto Empleos en Tarapoto Avisos gratis en Tarapoto  Sumavisos Peru","Shopping"
"jumeibo.com.clearwebstats.com","jumeibocom  wwwjumeibocom","Arts & Entertainment"
"woogy.info","Welcome To woogyinfo","Internet & Telecom"
"roman.bizyo.ro","Anunturi gratuite Roman","Arts & Entertainment"
"evrything4uikram.blogspot.com","evrything what you want","News"
"mylovemyfood.blogspot.sg","My Love 8226 My Food","Food & Drink"
"awesomevideosandimagessamachar.blogspot.co.uk","BEST VIDEOS AND IMAGES","Arts & Entertainment"
"pspcl.in.clearwebstats.com","pspclin  Welcome to PSPCL","Internet & Telecom"
"kec-tv-toolbar.blogspot.ae","Free download Indian TV SoftwareLive TV FM SoftwareKEC TV Toolbar","Arts & Entertainment"
"dseessd.blogspot.com","IELTSLife in Big 4 PwC Deloitte EY KPMG","Arts & Entertainment"
"123seguro.net.clearwebstats.com","123seguronet  123Seguro  Seguros para Autos","Arts & Entertainment"
"ptcn.mimicat.com","  Chineses em Portugal ","Shopping"
"exchange.ezinemark.com","exchange ","Arts & Entertainment"
"bicycleaccessories.guidestobuy.com","Bicycle Accessories Bicycle Bags Bicycle Baskets Bicycle Bells and Horns Bicycle Books and Posters Bicycle Cases  Wheel Bags Bicycle Fenders Bicycle Gifts Bicycle Hydration  Water Bottles Bicycle Kickstands Bicycle Lights and Reflectors Bicycle Locks Bicycle Lubes Bicycle Mirrors Bicycle Number Plates Bicycle Pumps and CO2 inflation Bicycle Racks Bicycle Stickers and Banners Bicycle Storage and Display racks Bicycle Tire Sealants Bicycle Tools Bicycle Trailers Bicycle Trainers and Rollers Bicycle Videos and DVDs","Shopping"
"dantencer.com","Sport Shows  DANTENCERCOM","Arts & Entertainment"
"thenhbushmantyphoon.blogspot.nl","Bushmans Typhoon Blog","Internet & Telecom"
"toolsets.guidestobuy.com","Tool Sets Tile Tools Stone Tools Masonry Tools Concrete Tools amp General Tools","Business & Industry"
"hallopoint.com","Hallopointcom","Arts & Entertainment"
"weilerswist-land-nordrhein-westfalen.pl.adsdeck.de","Wieruchomo w Weilerswist Samochody w Weilerswist Pracy w Weilerswist Darmowe Ogoszenia w Weilerswist  AdsDeck","Arts & Entertainment"
"girlshitting.net.clearwebstats.com","girlshittingnet  GIRL SHITTING PICS AND VIDEO","Autos & Vehicles"
"giantessworld.net.clearwebstats.com","giantessworldnet  Giantess World  The Home of People Large and Small","Arts & Entertainment"
"ja.marantz.manualnguide.com","","Arts & Entertainment"
"cookware.guidestobuy.com","Cookware sets Visions Cookware Cast Iron Cookware Corning Visions Cookware Stainless Steel Cookware Ceramic Cookware Glass Cookware Waterless Cookware Titanium Cookware","Arts & Entertainment"
"robsessedpattinson.com","ROBsessed8482   Addicted to Robert Pattinson","Autos & Vehicles"
"techfate.hubpages.com","title itempropnameTechFate on HubPages","Arts & Entertainment"
"sybasefaqs.blogspot.in","Sybase Database Interview Questions and Answers","Computers & Electronics"
"techborgz.com","TechBorgz  Tech News Tutorials Giveaways Reviews and more from TechBorgz","Computers & Electronics"
"cholula-estado-de-puebla.sumavisos.com.mx","Propiedades en Cholula Autos en Cholula Empleos en Cholula Avisos gratis en Cholula  Sumavisos","Shopping"
"latestjobsandresult.blogspot.in","Latest Jobs And Result","Arts & Entertainment"
"saaslms.ir.clearwebstats.com","saaslmsir             ","Arts & Entertainment"
"lakeland.fl.used-cars.info","Buy Lakeland Cars for Sale by Owner Lakeland Trucks Sell  Used Car in Lakeland FL Auto Dealers Lakeland Car Dealers Auto Services Buy Sell Car Truck Van Suv Sedan Motorcycle Bike Boat Motor Vehicles in Lakeland","Shopping"
"screenprintingdog.com","Tutorials diy guides and tips for screen printing and garment decoration","Home & Garden"
"edition.englishclub.com","EnglishClub Edition","News"
"5secondfilms.com","5Second Films middot Wasting your time but not very much","Business & Industry"
"travel.1bigcashtraffic.info","Vacations","Arts & Entertainment"
"carsendse.com","New and Used Car Picture  Luxury car  Review and Modification Auto Car","Autos & Vehicles"
"veenanaik.weebly.com","MAKE USE OF WASTE MATERIALS  from waste materials","News"
"bestonblogspot.blogspot.com","Best on Blogspot Bloggers Best Blogs","Arts & Entertainment"
"search.aol.com","AOL Search","Food & Drink"
"wilkesbarre-pa.restaurants800.com","Wilkes Barre PA Restaurants and Dining Guide  Wilkes Barre PA Restaurants Reviews  Wilkes Barre PA Restaurants Listing  wilkesbarreparestaurants800com","Computers & Electronics"
"winchester.va.house.info","Winchester Apartments Winchester  Real Estate  Houseinfo","Real Estate"
"pieceofcakebabyshowers.com","Plan Baby Showers Like a Pro","Lifestyles"
"imdb.com","IMDb  Movies TV and Celebrities  IMDb","Arts & Entertainment"
"onlinereferencenotes.blogspot.com","Online Reference Notes","Arts & Entertainment"
"tnpci.com","TNPCIcom  All Breaking News","News"
"robertbell.articlealley.com","Robert Bell Article author","Online Communities"
"fixeddepositmalaysia.blogspot.com","Fixed Deposit Malaysia","Travel"
"priyobajar.com.clearwebstats.com","priyobajarcom  ","Arts & Entertainment"
"freechristiansonglc.blogspot.co.nz","Free Christian Song Lyrics and Chords","Arts & Entertainment"
"f-150.ford.used-cars.info","Ford F150 Cars Ford F150 Trucks Buy Sell Ford F150  Cars for Sale by Owner Ford F150 Dealer","Shopping"
"ebooksquad.com"," 403 Forbidden","Arts & Entertainment"
"cricketguroo.blogspot.com","Cricket GuRoo  WATCH LIVE CRICKET STREAMING And HIGHLIGHTS","Arts & Entertainment"
"sietmahidol.smfforfree.com","Medical Education Technology","Arts & Entertainment"
"puggle-dogs.net","Puggle  Breed Information and Breeder Directory","Internet & Telecom"
"instant-link.blogspot.hu","        Laptop PC Driver and Support       ","Computers & Electronics"
"chonvua.com.clearwebstats.com","chonvuacom  ","Arts & Entertainment"
"pathfestival.info","pathfestivalinfo  Indonesian Festival Information","News"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"aspcorner.blogspot.in","AspNet Tutorials","Computers & Electronics"
"deseurilemn.industria-deseurilor.ro","Deseuri lemn","Arts & Entertainment"
"diy-craft.blogspot.be","DIY amp Crafts Tutorials","Computers & Electronics"
"androidapkfreaks.blogspot.in","ApK FrEaKs","Arts & Entertainment"
"rodanthe.nc.house.info","Rodanthe Real Estate Rodanthe NC Rentals  Houseinfo","Real Estate"
"phillyroads.com","Philadelphia Area Roads Crossings and Exits","Travel"
"bitlegal.net.clearwebstats.com","bitlegalnet  BitLegal  Welcome","Internet & Telecom"
"craft-time-ideas.com","","Arts & Entertainment"
"dcm.extensionfile.net","Open File Extension DCM","Arts & Entertainment"
"xnxxbig.net.clearwebstats.com","xnxxbignet  ","Arts & Entertainment"
"gamenhacks.blogspot.in","World of Cracks","Lifestyles"
"ciudad-guzman.sumavisos.com.mx","Propiedades en Ciudad Guzmn Autos en Ciudad Guzmn Empleos en Ciudad Guzmn Avisos gratis en Ciudad Guzmn  Sumavisos","Shopping"
"patzcuaro.sumavisos.com.mx","Propiedades en Ptzcuaro Autos en Ptzcuaro Empleos en Ptzcuaro Avisos gratis en Ptzcuaro  Sumavisos","Shopping"
"laptop-driver1.blogspot.com","Download Driver Notebook","Computers & Electronics"
"opinionator.blogs.nytimes.com","Opinion  Opinionator  The New York Times","News"
"namopost.blogspot.com","Namo Post 36393656 36393656","News"
"akongbutang.blogspot.com","Latest Celebrity News","Arts & Entertainment"
"sofa.bloginterior.com","Sofa Designs Pictures","Arts & Entertainment"
"kindleshopsale.com","Kindle shop sale","Shopping"
"beautiful-idols.blogspot.jp","Beautiful Idols","Arts & Entertainment"
"newsonindiancelebrities.blogspot.it","Latest News On Indian Celebrities  Hot News Marriage Divorce Death Filmy News Biography","Arts & Entertainment"
"candy.manualnguide.com","Candy Manual amp Troubleshooting Guide","Autos & Vehicles"
"richasd.blogspot.co.uk","Software Testing  An Easy Way","Computers & Electronics"
"myonlinepictures123.blogspot.co.uk","My Online Pictures 123","Arts & Entertainment"
"atlanta.ga.house.info","Atlanta Real Estate Atlanta Rentals  Houseinfo","Real Estate"
"ciaobella29.blogspot.it","Blog of Rare Treasures","Arts & Entertainment"
"totuwo.com.clearwebstats.com","totuwocom    ","Arts & Entertainment"
"myreportlink.com","eBooks Audiobooks and Videos  MYREPORTLINKCOM","Arts & Entertainment"
"abcnews.go.com","ABC News Breaking News amp Latest News","News"
"palaisvid????ofrance.net.clearwebstats.com","","Arts & Entertainment"
"atozhealthtopics.blogspot.com","A To Z Health Topics","Internet & Telecom"
"prizebondlive.net.clearwebstats.com","prizebondlivenet  PrizebondLivenet","Arts & Entertainment"
"webcache.googleusercontent.com","Google","Internet & Telecom"
"cooktools.guidestobuy.com","Cook Tools Cheap Cook Tools Low Price Cook Tools Free Shipping Cook Tools Inexpensive Cook Tools Fine Cook Tools Affordable Cook Tools Luxury Cook Tools Adorable Cook Tools Lovely Cook Tools Unique Cook Tools","Shopping"
